"sorocc" "gwdelay" "gwrc" "sopetdis" "petcoef" "macro" "sorocc1" "sorocc2" "sorocc3" "adhc" "b" "bf"
"1" 0.863003562248778 448.798232595436 0.327907926316839 8.71531523950398 0.612563749589026 0.767720293370076 0.46896843173122 0.59626497999765 0.583514032195788 0.101581256987993 0.179934895844199 0.137205777184572
"2" 0.144071453800425 426.447949372232 0.626278882743791 1.65356000280008 0.359578868746757 0.237301866011694 0.0704636519998312 0.0659329944550991 0.884338266640436 0.0355144040426239 0.15391014760593 0.0324772110534832
"3" 0.334834460525308 329.767878749408 0.772500412210356 9.92409722949378 0.130548746883869 0.706776177184656 0.667910615182482 0.662667916657636 0.535731178541668 0.0174290654156357 0.123673260966316 0.18670834828401
"4" 0.253519140966237 56.0772275784984 0.468816863179673 6.20188837172464 0.467699128389359 0.434648101287894 0.452284059363883 0.912149014716502 0.42787468134868 0.0849648126447573 0.0960737326950766 0.0692278513778001
"5" 0.150484040696174 47.6125563727692 0.254368421488907 1.06606092420407 0.817269109375775 0.143408683757298 0.610381159551674 0.614163999143057 0.655331142864889 0.0996505683241412 0.188074848244432 0.165455343669746
"6" 0.18624337287154 154.285922180861 0.418875913114753 7.24520606105216 0.792412605322897 0.400021766056307 0.353479330977425 0.382055685556494 0.296643829347799 0.0104976885509677 0.12102871373063 0.144302652210463
"7" 0.879512956910767 361.323298420757 0.650717286858708 1.05160902487114 0.17564603947103 0.50100223319605 0.961964271017117 0.00716116990032606 0.611878343099728 0.192889489682857 0.177849407272879 0.127558696591295
"8" 0.71503847158514 257.21274188254 0.942411466944031 7.06481001595967 0.755244064331055 0.602559586707503 0.43458008056297 0.418005974591011 0.332020858991658 0.0540716174780391 0.122323509224225 0.0776753104361705
"9" 0.363567323889583 274.484212626703 0.413075415065978 4.94242185354233 0.146672474965453 0.324996346887201 0.00588992771320045 0.0287020205717999 0.0216015442807693 0.0715130173577927 0.163687833026052 0.0146064459485933
"10" 0.622035986902192 133.125769207254 0.614261532772798 5.12764017935842 0.287963200360537 0.531831428711303 0.501737031268189 0.264694210252492 0.147826430467889 0.186303481212817 0.113127620001324 0.0859613727545366
"11" 0.964203418812249 277.568034129217 0.731528153270483 5.31231050682254 0.808373613655567 0.385003430885263 0.449929612608161 0.240406683261273 0.654456530461786 0.106979579685722 0.0503952471027151 0.159292678683996
"12" 0.944288761243224 47.1052448265254 0.645417521749623 1.77648550993763 0.8178273268044 0.726305646914989 0.820834516097093 0.92556041138526 0.69487219678727 0.099613408066798 0.10585595054552 0.0936948109325021
"13" 0.138972549233586 441.431664163247 0.595778850726783 9.19994220836088 0.215253699198365 0.603806364815682 0.668655882210238 0.59365724000847 0.120341127581662 0.0395250252727419 0.102890645079315 0.110203437306918
"14" 0.259745604754426 336.369843571447 0.387671084005851 3.98308880347759 0.453305548988283 0.690978084807284 0.187971936779097 0.476811676165322 0.536102803359972 0.157765552562196 0.189052910220344 0.138075582573656
