"sorocc" "gwdelay" "gwrc" "sopetdis" "petcoef" "macro" "sorocc1" "sorocc2" "sorocc3" "adhc" "b" "bf"
"1" 0.420064840323757 177.612300263718 0.349813252822496 9.05205297539942 0.370103362761438 0.197330145677552 0.402480816223426 0.372222721922444 0.504227699476993 0.16748997940449 0.103284170192201 0.115912587153725
"2" 0.979083850337192 122.848143801093 0.833575319494121 7.89113335194997 0.467260415479541 0.122013441496529 0.824004773404449 0.928084645519499 0.430581421106821 0.131562303560786 0.0883519172528759 0.0291226534941234
"3" 0.503775312758517 480.875215958804 0.615549533795565 6.66032827598974 0.281604757346213 0.304555678670295 0.104756472869776 0.497744970875559 0.34914409003756 0.0296194511838257 0.0702144494396634 0.100330749349669
"4" 0.82042600129731 134.111105580814 0.470322852246463 8.38009246555157 0.568972646445036 0.466095135523938 0.537455732042668 0.0537368119484745 0.371686495394912 0.0327384389773943 0.107902680237312 0.102997522375081
"5" 0.629345678042155 40.34665285144 0.554520378455054 3.23740870296024 0.710702254809439 0.218943735654466 0.395954483097419 0.452142167524202 0.528428520788206 0.130486392830499 0.0323404877819121 0.195091746994294
"6" 0.671577344438992 77.416657935828 0.192164058305789 3.50029691401869 0.637482171133161 0.445966723305173 0.649965677073691 0.239605632524472 0.262376941890223 0.0713426160975359 0.137584305012133 0.0242309971922077
"7" 0.801203540645074 182.917947764508 0.845947394461837 2.05646906723268 0.632922392897308 0.531108617712744 0.882003120614216 0.334873324576765 0.719577595463954 0.179632055789698 0.181041238480248 0.181252401752863
"8" 0.846784035852179 179.944160627201 0.638527030225377 6.53079715650529 0.867429799959064 0.684019238920882 0.85383455905458 0.338567277375376 0.622974364221562 0.175437078124378 0.0982683846401051 0.145391033228952
"9" 0.331163856654894 268.260552547872 0.720289764583576 4.62199381133541 0.516784935630858 0.494295264873654 0.911365440514171 0.97746606439841 0.724569702046923 0.0456809086445719 0.168457208201289 0.123584808679298
"10" 0.300852949316613 481.32562241517 0.713508740162943 5.3404741876293 0.889025687240064 0.11195292219054 0.981082740132231 0.450542830205755 0.261027360865613 0.0152600000961684 0.128249357822351 0.15162974904757
