"sorocc" "gwdelay" "gwrc" "sopetdis" "petcoef" "macro" "sorocc1" "sorocc2" "sorocc3" "adhc" "b" "bf"
"1" 0.192503112345003 477.203154470772 0.39873178154463 4.9242111609783 0.606641191802919 0.552762733842246 0.486352043705992 0.640751681097085 0.0648454497668426 0.0183335575042292 0.101369933751412 0.186517526092939
"2" 0.404093375911471 151.265429332852 0.429784899414517 5.9714808401186 0.186097919568419 0.617385821999051 0.167118575752946 0.509650540369796 0.201181672164239 0.117385003652889 0.0817283245944418 0.0898498936137185
"3" 0.193833137850743 172.45349730365 0.976413138101343 6.83851746446453 0.474237667955458 0.350503030442633 0.665544299645582 0.360733415220631 0.270468647812726 0.159543697801419 0.110359440925531 0.114346686226781
"4" 0.737204528632574 420.612790971063 0.700356578710489 1.42266325093806 0.536774904280901 0.181584517518058 0.682065160629805 0.865167724148836 0.167799939538585 0.0481612392887473 0.065225254225079 0.165926335270051
"5" 0.916389725438785 27.6917818700895 0.513738848899957 4.30656092450954 0.878998335637152 0.527127535827458 0.304661669187713 0.189226679695537 0.84498731470271 0.161042272611521 0.0941502911155112 0.0692538833012804
"6" 0.819875345712062 289.51122215949 0.461916974054184 4.04623459815048 0.746558707021177 0.302537602419034 0.735847754667746 0.598879911994329 0.749945116137154 0.137616462856531 0.0673966368986294 0.0159815555182286
"7" 0.538340606661514 377.240374800749 0.156740807816386 4.91876108199358 0.623265012539923 0.587101458315738 0.865436995783355 0.36128957986366 0.0403060127710924 0.0427340265503153 0.177907831722405 0.0164284979342483
"8" 0.622124195587821 249.796482734382 0.753730110020842 4.82477649697103 0.765884581767023 0.769178229267709 0.729258340131491 0.895781621220056 0.0844315313138068 0.157974384988192 0.123040090987924 0.024427799496334
"9" 0.15883151703747 350.147326593287 0.657454934276175 4.77774483780377 0.622012342698872 0.321409723954275 0.318987718212185 0.103135542719159 0.766870709398529 0.156669260228518 0.0747342478716746 0.0761547513306141
"10" 0.449093216191977 265.911927912384 0.639693897077814 7.26058852137066 0.637744356691837 0.753327952022664 0.953827011799207 0.866577674699714 0.118187334450195 0.167017438861076 0.0160945514356717 0.0722252629301511
"11" 0.859005817789584 277.904909104109 0.699437738822307 1.76628700946458 0.113069496303797 0.240071644657291 0.505339544736547 0.0130068917614408 0.389733072391478 0.128547072836664 0.11423503505066 0.107669970844872
